author_id,job_title,institution_type,historical_publications,email_consent,country
A3724,Pharma Research Scientist,Corporate,22,False,United Kingdom
A3725,Pharma Research Scientist,Corporate,16,True,Japan
A3726,Professor,Academic,11,True,United States
A3727,Professor,Academic,14,True,Japan
A3728,AI Researcher,Corporate,15,False,Germany
A3729,Pharma Research Scientist,Corporate,15,False,Germany
A3730,Pharma Research Scientist,Corporate,14,False,Germany
A3731,Pharma Research Scientist,Corporate,27,True,United Kingdom
A3732,Professor,Academic,9,True,United States
A3733,Pharma Research Scientist,Unknown,17,True,United States
A3734,Pharma Research Scientist,Corporate,11,True,United Kingdom
A3735,Professor,Unknown,13,True,United Kingdom
A3736,Pharma Research Scientist,Corporate,13,True,United Kingdom
A3737,AI Researcher,Corporate,15,True,United States
A3738,Clinical Researcher,Corporate,19,False,United Kingdom
A3739,Professor,Academic,11,True,India
A3740,Professor,Academic,12,False,India
A3741,Pharma Research Scientist,Corporate,13,True,India
A3742,AI Researcher,Corporate,16,True,United Kingdom
A3743,Professor,Academic,9,True,India
A3744,Professor,Academic,11,False,United Kingdom
A3745,Clinical Researcher,Unknown,13,True,India
A3746,Pharma Research Scientist,Corporate,13,True,United Kingdom
A3747,Professor,Academic,12,True,Japan
A3748,Professor,Academic,14,True,Germany
A3749,Clinical Researcher,Academic,13,True,Japan
A3750,Pharma Research Scientist,Corporate,11,True,Germany
A3751,Clinical Researcher,Corporate,24,False,Germany
A3752,AI Researcher,Corporate,19,False,India
A3753,Pharma Research Scientist,Corporate,15,True,Germany
A3754,Pharma Research Scientist,Corporate,18,True,Germany
A3755,Pharma Research Scientist,Corporate,11,True,Japan
A3756,Clinical Researcher,Corporate,12,True,Germany
A3757,Clinical Researcher,Corporate,20,True,United Kingdom
A3758,AI Researcher,Corporate,11,True,United Kingdom
A3759,Clinical Researcher,Corporate,18,True,India
A3760,Professor,Academic,17,True,Japan
A3761,Pharma Research Scientist,Corporate,10,False,United States
A3762,AI Researcher,Academic,7,True,Japan
A3763,Clinical Researcher,Academic,9,True,United States
A3764,Professor,Academic,19,True,Germany
A3765,Clinical Researcher,Corporate,11,False,United States
A3766,Clinical Researcher,Corporate,16,True,Germany
A3767,Clinical Researcher,Corporate,13,True,Japan
A3768,Clinical Researcher,Corporate,21,True,Japan
A3769,Clinical Researcher,Corporate,17,True,India
A3770,Pharma Research Scientist,Corporate,16,True,India
A3771,Clinical Researcher,Corporate,19,True,Germany
A3772,Pharma Research Scientist,Corporate,13,True,Germany
A3773,AI Researcher,Academic,8,True,United Kingdom
A3774,Professor,Academic,21,True,United Kingdom
A3775,AI Researcher,Corporate,18,True,United Kingdom
A3776,Professor,Academic,14,True,Japan
A3777,Pharma Research Scientist,Corporate,9,False,United States
A3778,Pharma Research Scientist,Corporate,18,False,Germany
A3779,AI Researcher,Academic,17,False,India
A3780,AI Researcher,Academic,13,True,Germany
A3781,Pharma Research Scientist,Corporate,13,True,United States
A3782,AI Researcher,Academic,11,True,Germany
A3783,Clinical Researcher,Corporate,12,True,India
A3784,Clinical Researcher,Academic,13,False,India
A3785,Pharma Research Scientist,Corporate,13,False,United States
A3786,Clinical Researcher,Corporate,18,True,India
A3787,AI Researcher,Corporate,17,True,Japan
A3788,Clinical Researcher,Corporate,13,False,India
A3789,Clinical Researcher,Corporate,10,False,United States
A3790,Clinical Researcher,Corporate,13,True,United States
A3791,Clinical Researcher,Academic,17,True,Germany
A3792,Pharma Research Scientist,Corporate,12,True,India
A3793,Pharma Research Scientist,Corporate,13,True,India
A3794,Professor,Academic,17,True,United States
A3795,Pharma Research Scientist,Corporate,23,True,Germany
A3796,Professor,Unknown,13,False,Germany
A3797,AI Researcher,Corporate,17,True,Japan
A3798,Clinical Researcher,Corporate,21,True,Japan
A3799,Pharma Research Scientist,Corporate,5,True,United States
A3800,Professor,Academic,18,True,Germany
A3801,Professor,Academic,10,False,Germany
A3802,Pharma Research Scientist,Corporate,16,True,Japan
A3803,Pharma Research Scientist,Corporate,10,True,Japan
A3804,AI Researcher,Corporate,13,True,United States
A3805,Professor,Academic,11,True,Germany
A3806,Clinical Researcher,Unknown,15,True,United States
A3807,Pharma Research Scientist,Corporate,15,True,Japan
A3808,Clinical Researcher,Corporate,17,True,India
A3809,Clinical Researcher,Corporate,18,False,Japan
A3810,AI Researcher,Academic,15,True,Germany
A3811,Clinical Researcher,Corporate,22,True,United States
A3812,Clinical Researcher,Corporate,17,True,Germany
A3813,Clinical Researcher,Corporate,13,False,Japan
A3814,Clinical Researcher,Academic,16,False,Japan
A3815,Professor,Academic,17,False,United Kingdom
A3816,Professor,Academic,16,True,Japan
A3817,Professor,Unknown,13,True,Germany
A3818,AI Researcher,Corporate,16,False,United States
A3819,AI Researcher,Corporate,19,False,United States
A3820,Clinical Researcher,Corporate,18,True,United Kingdom
A3821,AI Researcher,Academic,11,True,Germany
A3822,Pharma Research Scientist,Corporate,17,True,Japan
A3823,AI Researcher,Corporate,20,False,India
A3824,AI Researcher,Academic,14,True,United States
A3825,Professor,Academic,18,True,Germany
A3826,Clinical Researcher,Corporate,19,False,United Kingdom
A3827,Professor,Academic,15,True,India
A3828,Clinical Researcher,Unknown,9,True,Germany
A3829,Pharma Research Scientist,Corporate,8,True,Japan
A3830,Clinical Researcher,Corporate,20,True,United States
A3831,Professor,Academic,18,True,Japan
A3832,Pharma Research Scientist,Corporate,13,True,United Kingdom
A3833,Pharma Research Scientist,Corporate,15,True,United States
A3834,Pharma Research Scientist,Corporate,21,True,India
A3835,Clinical Researcher,Unknown,13,True,United States
A3836,Clinical Researcher,Academic,20,False,Japan
A3837,Pharma Research Scientist,Corporate,25,False,Germany
A3838,Professor,Academic,13,True,Germany
A3839,AI Researcher,Corporate,26,False,Germany
A3840,Clinical Researcher,Academic,10,True,United Kingdom
A3841,Clinical Researcher,Academic,22,False,United Kingdom
A3842,Pharma Research Scientist,Corporate,17,True,Germany
A3843,Clinical Researcher,Academic,13,False,India
A3844,Clinical Researcher,Academic,15,True,Japan
A3845,AI Researcher,Academic,17,True,India
A3846,Clinical Researcher,Corporate,13,False,Germany
A3847,Clinical Researcher,Corporate,9,True,Japan
A3848,Clinical Researcher,Academic,12,True,United Kingdom
A3849,Pharma Research Scientist,Corporate,15,True,United States
A3850,Clinical Researcher,Corporate,14,True,United States
A3851,Professor,Academic,26,True,Japan
A3852,Professor,Academic,11,True,India
A3853,Professor,Academic,11,True,Japan
A3854,Clinical Researcher,Corporate,17,True,India
A3855,Pharma Research Scientist,Corporate,15,False,India
A3856,Professor,Academic,15,True,United States
A3857,Pharma Research Scientist,Corporate,14,True,United Kingdom
A3858,Pharma Research Scientist,Corporate,14,True,Germany
A3859,Pharma Research Scientist,Corporate,20,True,United Kingdom
A3860,AI Researcher,Academic,16,False,Germany
A3861,AI Researcher,Academic,19,True,United States
A3862,Professor,Academic,19,False,Germany
A3863,Clinical Researcher,Corporate,14,False,India
A3864,Clinical Researcher,Corporate,12,False,Japan
A3865,Pharma Research Scientist,Corporate,21,True,Germany
A3866,Clinical Researcher,Academic,15,True,United Kingdom
A3867,Clinical Researcher,Corporate,17,True,United States
A3868,Pharma Research Scientist,Corporate,10,True,United States
A3869,Pharma Research Scientist,Corporate,12,True,Japan
A3870,Clinical Researcher,Unknown,9,True,India
A3871,Clinical Researcher,Academic,21,True,India
A3872,Professor,Academic,12,True,United States
A3873,AI Researcher,Corporate,18,True,India
A3874,Professor,Academic,18,False,Japan
A3875,Clinical Researcher,Corporate,13,True,United States
A3876,AI Researcher,Corporate,21,True,India
A3877,Professor,Unknown,20,True,Germany
A3878,Clinical Researcher,Academic,16,False,Germany
A3879,AI Researcher,Corporate,12,False,India
A3880,Pharma Research Scientist,Corporate,16,True,Germany
A3881,Professor,Academic,18,False,Japan
A3882,AI Researcher,Academic,20,True,United Kingdom
A3883,Pharma Research Scientist,Corporate,17,True,Japan
A3884,Clinical Researcher,Academic,15,True,Japan
A3885,Pharma Research Scientist,Corporate,14,True,India
A3886,Pharma Research Scientist,Corporate,7,True,Japan
A3887,Pharma Research Scientist,Corporate,18,True,India
A3888,Pharma Research Scientist,Corporate,13,True,United States
A3889,AI Researcher,Academic,11,True,India
A3890,Pharma Research Scientist,Corporate,12,True,India
A3891,AI Researcher,Corporate,13,True,United States
A3892,Professor,Academic,17,True,United Kingdom
A3893,Clinical Researcher,Corporate,15,True,United States
A3894,AI Researcher,Corporate,16,True,India
A3895,AI Researcher,Corporate,18,False,Germany
A3896,Professor,Academic,12,True,India
A3897,Professor,Academic,15,True,United States
A3898,Professor,Academic,15,True,India
A3899,Clinical Researcher,Corporate,17,True,United States
A3900,Pharma Research Scientist,Corporate,15,True,Japan
A3901,AI Researcher,Corporate,19,True,United Kingdom
A3902,Clinical Researcher,Academic,13,False,United Kingdom
A3903,Pharma Research Scientist,Corporate,20,True,United States
A3904,AI Researcher,Corporate,14,True,United Kingdom
A3905,AI Researcher,Corporate,13,True,Germany
A3906,Clinical Researcher,Academic,18,True,Germany
A3907,Pharma Research Scientist,Corporate,17,True,United Kingdom
A3908,Professor,Academic,14,True,United States
A3909,Professor,Academic,21,True,Germany
A3910,Clinical Researcher,Corporate,13,False,United Kingdom
A3911,AI Researcher,Corporate,11,False,India
A3912,Professor,Unknown,18,False,Germany
A3913,Clinical Researcher,Corporate,14,True,Japan
A3914,Pharma Research Scientist,Unknown,10,True,Germany
A3915,Clinical Researcher,Corporate,20,False,United Kingdom
A3916,AI Researcher,Academic,5,True,United Kingdom
A3917,Clinical Researcher,Corporate,16,True,United Kingdom
A3918,Clinical Researcher,Corporate,16,False,United States
A3919,Professor,Academic,21,False,United States
A3920,Pharma Research Scientist,Corporate,17,True,India
A3921,Clinical Researcher,Academic,18,False,India
A3922,Pharma Research Scientist,Corporate,18,True,Germany
A3923,Pharma Research Scientist,Corporate,13,True,United Kingdom
A3924,Clinical Researcher,Corporate,7,True,India
A3925,Professor,Academic,3,True,United Kingdom
A3926,AI Researcher,Academic,12,True,Germany
A3927,Clinical Researcher,Corporate,18,False,United States
A3928,AI Researcher,Academic,12,True,India
A3929,Clinical Researcher,Corporate,14,True,Japan
A3930,AI Researcher,Academic,20,True,Japan
A3931,Clinical Researcher,Corporate,13,True,Japan
A3932,AI Researcher,Corporate,9,True,Japan
A3933,Pharma Research Scientist,Corporate,10,False,Japan
A3934,Clinical Researcher,Corporate,13,True,Japan
A3935,Clinical Researcher,Corporate,14,True,Japan
A3936,Pharma Research Scientist,Corporate,18,False,India
A3937,Professor,Academic,19,True,Japan
A3938,Clinical Researcher,Academic,12,True,Japan
A3939,Professor,Academic,21,True,Germany
A3940,AI Researcher,Academic,14,False,India
A3941,AI Researcher,Academic,8,True,Germany
A3942,Professor,Academic,18,True,United Kingdom
A3943,AI Researcher,Corporate,18,False,Japan
A3944,Professor,Academic,14,False,United States
A3945,AI Researcher,Corporate,15,True,Japan
A3946,Professor,Academic,16,False,Japan
A3947,Clinical Researcher,Academic,20,True,Germany
A3948,Professor,Academic,18,False,United Kingdom
A3949,Professor,Academic,21,True,Germany
A3950,Pharma Research Scientist,Corporate,18,True,India
A3951,Pharma Research Scientist,Corporate,13,True,United Kingdom
A3952,AI Researcher,Corporate,23,True,United Kingdom
A3953,Professor,Academic,17,True,United Kingdom
A3954,AI Researcher,Corporate,11,True,Germany
A3955,AI Researcher,Academic,14,True,Japan
A3956,Clinical Researcher,Corporate,9,True,Japan
A3957,Clinical Researcher,Corporate,10,False,Japan
A3958,Clinical Researcher,Corporate,14,True,Japan
A3959,Professor,Academic,18,True,Japan
A3960,Pharma Research Scientist,Corporate,10,True,India
A3961,AI Researcher,Corporate,20,True,United States
A3962,Clinical Researcher,Corporate,15,False,United Kingdom
A3963,Clinical Researcher,Corporate,15,False,United States
A3964,Pharma Research Scientist,Corporate,8,True,India
A3965,Pharma Research Scientist,Corporate,12,False,Japan
A3966,Pharma Research Scientist,Corporate,17,True,India
A3967,Clinical Researcher,Corporate,8,True,India
A3968,AI Researcher,Corporate,20,True,United States
A3969,Professor,Academic,18,True,United Kingdom
A3970,Professor,Academic,11,True,Germany
A3971,AI Researcher,Corporate,15,True,Germany
A3972,Clinical Researcher,Academic,14,True,United Kingdom
A3973,Professor,Academic,10,False,Japan
A3974,AI Researcher,Academic,22,False,India
A3975,AI Researcher,Corporate,14,True,Japan
A3976,AI Researcher,Academic,17,True,India
A3977,AI Researcher,Academic,13,True,Germany
A3978,Pharma Research Scientist,Corporate,8,True,United Kingdom
A3979,Pharma Research Scientist,Corporate,13,False,United States
A3980,AI Researcher,Corporate,18,False,United States
A3981,Professor,Academic,17,False,United Kingdom
A3982,Clinical Researcher,Corporate,18,True,Germany
A3983,AI Researcher,Corporate,10,False,India
A3984,Clinical Researcher,Corporate,18,True,United States
A3985,Professor,Academic,11,True,Germany
A3986,Pharma Research Scientist,Corporate,18,True,United Kingdom
A3987,AI Researcher,Corporate,12,False,Japan
A3988,Professor,Academic,19,False,Germany
A3989,Clinical Researcher,Academic,18,True,Germany
A3990,AI Researcher,Academic,23,True,Japan
A3991,Professor,Unknown,13,False,Germany
A3992,Clinical Researcher,Corporate,16,True,United States
A3993,Pharma Research Scientist,Corporate,11,True,United States
A3994,Professor,Academic,14,True,United States
A3995,Clinical Researcher,Corporate,18,True,Germany
A3996,Clinical Researcher,Corporate,13,False,Germany
A3997,Professor,Unknown,16,True,Germany
A3998,Clinical Researcher,Corporate,17,True,United Kingdom
A3999,AI Researcher,Corporate,13,True,Japan
A4000,Professor,Academic,18,True,Germany
A4001,Professor,Unknown,12,True,Japan
A4002,Clinical Researcher,Corporate,12,False,India
A4003,Pharma Research Scientist,Corporate,15,True,United States
A4004,Professor,Academic,13,False,United Kingdom
A4005,Professor,Academic,14,False,Japan
A4006,AI Researcher,Corporate,19,True,United States
A4007,Professor,Academic,15,True,United Kingdom
A4008,Pharma Research Scientist,Corporate,15,True,United States
A4009,Pharma Research Scientist,Corporate,12,True,Germany
A4010,Clinical Researcher,Academic,17,True,Germany
A4011,AI Researcher,Corporate,18,True,United States
A4012,Professor,Academic,15,True,United Kingdom
A4013,AI Researcher,Corporate,9,True,United States
A4014,Pharma Research Scientist,Corporate,9,True,India
A4015,Clinical Researcher,Corporate,21,True,United Kingdom
A4016,AI Researcher,Corporate,18,True,United Kingdom
A4017,Professor,Academic,11,True,United States
A4018,Pharma Research Scientist,Corporate,18,True,Japan
A4019,AI Researcher,Academic,19,True,United States
A4020,Clinical Researcher,Corporate,14,False,Japan
A4021,Pharma Research Scientist,Corporate,9,True,United Kingdom
A4022,AI Researcher,Corporate,22,True,Germany
A4023,Professor,Academic,17,True,Germany
A4024,Pharma Research Scientist,Corporate,10,True,United States
A4025,Professor,Unknown,14,True,Japan
A4026,Clinical Researcher,Academic,16,True,United States
A4027,Clinical Researcher,Corporate,15,True,India
A4028,Pharma Research Scientist,Corporate,15,True,United States
A4029,Pharma Research Scientist,Corporate,20,True,United States
A4030,Professor,Academic,18,True,United States
A4031,Pharma Research Scientist,Corporate,12,True,United States
A4032,Professor,Academic,18,False,Japan
A4033,Pharma Research Scientist,Corporate,17,True,Japan
A4034,Professor,Academic,12,True,Japan
A4035,Pharma Research Scientist,Corporate,21,True,India
A4036,Professor,Academic,17,True,India
A4037,Professor,Academic,15,True,United States
A4038,Professor,Academic,13,True,Japan
A4039,AI Researcher,Corporate,14,True,India
A4040,Professor,Academic,10,True,Germany
A4041,AI Researcher,Corporate,8,True,United States
A4042,Professor,Academic,19,True,United Kingdom
A4043,Professor,Academic,20,True,Japan
A4044,Pharma Research Scientist,Corporate,16,True,United States
A4045,Professor,Academic,13,True,United States
A4046,Professor,Academic,11,True,United Kingdom
A4047,AI Researcher,Academic,17,True,Germany
A4048,Pharma Research Scientist,Corporate,16,True,India
A4049,Professor,Academic,12,False,India
A4050,AI Researcher,Corporate,9,True,United Kingdom
A4051,Pharma Research Scientist,Corporate,15,True,United Kingdom
A4052,Clinical Researcher,Corporate,12,True,India
A4053,Professor,Academic,23,True,Germany
A4054,AI Researcher,Academic,18,True,Germany
A4055,Professor,Academic,15,False,United States
A4056,Professor,Academic,18,False,United Kingdom
A4057,Clinical Researcher,Corporate,12,True,United Kingdom
A4058,AI Researcher,Corporate,24,True,United Kingdom
A4059,Professor,Academic,18,True,India
A4060,AI Researcher,Corporate,18,False,India
A4061,AI Researcher,Corporate,11,True,India
A4062,Professor,Academic,9,True,Germany
A4063,Clinical Researcher,Academic,15,True,India
A4064,Professor,Academic,15,True,United States
A4065,Clinical Researcher,Corporate,17,True,India
A4066,Clinical Researcher,Unknown,17,True,Germany
A4067,Pharma Research Scientist,Corporate,15,True,United Kingdom
A4068,Professor,Academic,24,True,United States
A4069,Professor,Academic,18,True,Germany
A4070,Pharma Research Scientist,Corporate,15,True,Japan
A4071,AI Researcher,Academic,22,True,United Kingdom
A4072,Pharma Research Scientist,Corporate,17,False,India
A4073,Pharma Research Scientist,Corporate,12,True,Germany
A4074,Clinical Researcher,Corporate,11,True,Japan
A4075,Clinical Researcher,Corporate,12,True,Germany
A4076,AI Researcher,Corporate,13,True,India
A4077,AI Researcher,Corporate,18,False,Germany
A4078,AI Researcher,Corporate,22,True,Japan
A4079,AI Researcher,Academic,14,True,Germany
A4080,AI Researcher,Corporate,18,True,United States
A4081,AI Researcher,Corporate,19,True,United States
A4082,Pharma Research Scientist,Corporate,13,True,India
A4083,Professor,Academic,18,True,Japan
A4084,AI Researcher,Corporate,6,True,Japan
A4085,Clinical Researcher,Corporate,17,True,Japan
A4086,Clinical Researcher,Unknown,10,True,Japan
A4087,AI Researcher,Academic,15,True,Japan
A4088,AI Researcher,Corporate,14,True,United Kingdom
A4089,Clinical Researcher,Corporate,0,True,Germany
A4090,Clinical Researcher,Corporate,16,True,Japan
A4091,AI Researcher,Corporate,14,False,United States
A4092,Professor,Academic,23,True,Germany
A4093,Pharma Research Scientist,Corporate,13,False,India
A4094,AI Researcher,Academic,23,True,India
A4095,Pharma Research Scientist,Corporate,16,True,Japan
A4096,Clinical Researcher,Corporate,13,True,United Kingdom
A4097,Pharma Research Scientist,Corporate,15,True,United Kingdom
A4098,AI Researcher,Corporate,19,True,Germany
A4099,Clinical Researcher,Academic,16,True,United Kingdom
A4100,AI Researcher,Corporate,9,True,India
A4101,Pharma Research Scientist,Corporate,8,True,Japan
A4102,Clinical Researcher,Corporate,11,True,United States
A4103,Clinical Researcher,Academic,10,True,India
A4104,Professor,Academic,19,True,India
A4105,AI Researcher,Corporate,23,False,Germany
A4106,Pharma Research Scientist,Corporate,12,False,United Kingdom
A4107,Pharma Research Scientist,Corporate,18,False,United States
A4108,Professor,Academic,17,True,United States
A4109,Clinical Researcher,Corporate,13,False,United Kingdom
A4110,AI Researcher,Corporate,21,False,Japan
A4111,AI Researcher,Corporate,14,True,United Kingdom
A4112,Pharma Research Scientist,Corporate,18,True,Japan
A4113,Pharma Research Scientist,Corporate,14,False,United States
A4114,AI Researcher,Academic,16,False,Germany
A4115,AI Researcher,Corporate,19,True,India
A4116,Clinical Researcher,Corporate,16,True,United States
A4117,Professor,Academic,14,False,United States
A4118,Pharma Research Scientist,Corporate,18,True,United States
A4119,Clinical Researcher,Corporate,18,True,India
A4120,AI Researcher,Corporate,15,False,Japan
A4121,Pharma Research Scientist,Corporate,16,False,Germany
A4122,Professor,Academic,10,False,Germany
A4123,AI Researcher,Academic,14,True,Germany
A4124,Professor,Academic,15,True,Japan
A4125,AI Researcher,Corporate,13,False,United Kingdom
A4126,Pharma Research Scientist,Corporate,14,True,United Kingdom
A4127,Pharma Research Scientist,Corporate,11,False,Germany
A4128,Clinical Researcher,Corporate,16,True,United States
A4129,Pharma Research Scientist,Corporate,23,True,United States
A4130,Professor,Academic,14,True,India
A4131,Clinical Researcher,Corporate,11,True,United Kingdom
A4132,Professor,Academic,15,True,United States
A4133,Professor,Academic,13,True,Germany
A4134,AI Researcher,Corporate,18,True,India
A4135,Pharma Research Scientist,Corporate,50,True,United Kingdom
A4136,Pharma Research Scientist,Corporate,14,True,India
A4137,Pharma Research Scientist,Corporate,13,True,United States
A4138,AI Researcher,Corporate,17,True,Germany
A4139,Clinical Researcher,Academic,16,True,Germany
A4140,Clinical Researcher,Academic,15,True,Germany
A4141,Professor,Academic,6,True,United States
A4142,AI Researcher,Corporate,11,True,Japan
A4143,Clinical Researcher,Corporate,12,True,Germany
A4144,Professor,Academic,27,True,Japan
A4145,AI Researcher,Corporate,12,True,Germany
A4146,AI Researcher,Corporate,14,False,Japan
A4147,Clinical Researcher,Corporate,14,False,United Kingdom
A4148,Clinical Researcher,Corporate,13,True,United Kingdom
A4149,Pharma Research Scientist,Corporate,20,True,Germany
A4150,Pharma Research Scientist,Corporate,11,False,India
A4151,Pharma Research Scientist,Corporate,13,True,India
A4152,Pharma Research Scientist,Corporate,19,True,United States
A4153,Professor,Unknown,11,True,United Kingdom
A4154,AI Researcher,Academic,18,False,United Kingdom
A4155,Pharma Research Scientist,Corporate,12,True,India
A4156,AI Researcher,Corporate,14,True,Germany
A4157,AI Researcher,Corporate,12,True,United States
A4158,Professor,Academic,13,False,United Kingdom
A4159,Clinical Researcher,Corporate,10,True,United States
A4160,AI Researcher,Academic,14,True,United Kingdom
A4161,Pharma Research Scientist,Corporate,16,True,Japan
A4162,Pharma Research Scientist,Corporate,19,False,Japan
A4163,Professor,Academic,16,True,United States
A4164,Clinical Researcher,Academic,14,False,India
A4165,Professor,Academic,17,True,India
A4166,Clinical Researcher,Academic,20,True,United Kingdom
A4167,AI Researcher,Academic,15,True,Japan
A4168,Professor,Academic,12,False,Japan
A4169,Clinical Researcher,Corporate,18,True,United States
A4170,Pharma Research Scientist,Corporate,15,True,United States
A4171,AI Researcher,Academic,14,True,India
A4172,Pharma Research Scientist,Corporate,14,True,India
A4173,AI Researcher,Corporate,14,True,India
A4174,Pharma Research Scientist,Corporate,15,True,Germany
A4175,Clinical Researcher,Corporate,11,True,Japan
A4176,Professor,Academic,21,True,Japan
A4177,Pharma Research Scientist,Corporate,11,True,United States
A4178,AI Researcher,Corporate,12,False,Japan
A4179,Professor,Academic,11,True,United States
A4180,AI Researcher,Corporate,12,True,Germany
A4181,Clinical Researcher,Corporate,20,True,India
A4182,Professor,Academic,14,True,Germany
A4183,Pharma Research Scientist,Corporate,19,True,India
A4184,Pharma Research Scientist,Corporate,10,True,India
A4185,AI Researcher,Corporate,15,False,United States
A4186,Professor,Academic,15,True,India
A4187,Professor,Academic,11,True,Germany
A4188,Pharma Research Scientist,Corporate,16,True,United Kingdom
A4189,Pharma Research Scientist,Corporate,17,True,United States
A4190,AI Researcher,Academic,13,True,India
A4191,Professor,Academic,16,True,India
A4192,AI Researcher,Corporate,9,True,Japan
A4193,Clinical Researcher,Corporate,14,True,United States
A4194,Clinical Researcher,Academic,12,True,United States
A4195,Pharma Research Scientist,Corporate,12,True,Germany
A4196,Clinical Researcher,Academic,15,False,United Kingdom
A4197,Clinical Researcher,Corporate,20,True,Germany
A4198,Professor,Academic,20,True,Germany
A4199,Pharma Research Scientist,Unknown,11,True,Germany
A4200,Pharma Research Scientist,Corporate,9,True,United Kingdom
A4201,Pharma Research Scientist,Corporate,25,True,Germany
A4202,Pharma Research Scientist,Corporate,15,True,United States
A4203,AI Researcher,Corporate,10,True,United Kingdom
A4204,Pharma Research Scientist,Corporate,19,True,India
A4205,AI Researcher,Corporate,15,True,Japan
A4206,AI Researcher,Corporate,16,True,Japan
A4207,Professor,Academic,12,True,United States
A4208,Clinical Researcher,Academic,20,True,Japan
A4209,Pharma Research Scientist,Corporate,11,False,Japan
A4210,Clinical Researcher,Corporate,22,True,Japan
A4211,Pharma Research Scientist,Corporate,17,True,India
A4212,Professor,Academic,11,True,Japan
A4213,AI Researcher,Academic,15,True,Germany
A4214,Pharma Research Scientist,Corporate,19,False,United States
A4215,Pharma Research Scientist,Corporate,17,False,United States
A4216,AI Researcher,Corporate,13,True,United States
A4217,Pharma Research Scientist,Corporate,16,False,India
A4218,AI Researcher,Academic,21,True,India
A4219,Clinical Researcher,Corporate,13,False,Japan
A4220,Pharma Research Scientist,Corporate,26,True,Germany
A4221,Pharma Research Scientist,Corporate,15,True,Japan
A4222,Professor,Academic,19,False,United States
A4223,Professor,Academic,17,True,Germany
A4224,Clinical Researcher,Academic,11,False,United States
A4225,Clinical Researcher,Corporate,16,True,Germany
A4226,Professor,Academic,17,True,United Kingdom
A4227,Pharma Research Scientist,Corporate,14,True,India
A4228,Professor,Academic,21,True,India
A4229,Professor,Academic,11,True,United States
A4230,Clinical Researcher,Corporate,15,True,United States
A4231,Professor,Academic,17,False,United Kingdom
A4232,AI Researcher,Academic,13,False,Japan
A4233,AI Researcher,Corporate,20,True,Germany
A4234,Clinical Researcher,Academic,13,True,United Kingdom
A4235,Professor,Academic,13,True,United Kingdom
A4236,Clinical Researcher,Academic,13,True,United States
A4237,Clinical Researcher,Academic,12,False,United States
A4238,Clinical Researcher,Corporate,16,True,Japan
A4239,Pharma Research Scientist,Corporate,23,True,Japan
A4240,Professor,Academic,17,True,United States
A4241,Clinical Researcher,Academic,7,False,India
A4242,Pharma Research Scientist,Corporate,15,True,Japan
A4243,Professor,Academic,7,False,United Kingdom
A4244,Clinical Researcher,Corporate,18,True,United States
A4245,Professor,Academic,8,True,Germany
A4246,Pharma Research Scientist,Corporate,14,True,Germany
A4247,Pharma Research Scientist,Corporate,14,True,India
A4248,Clinical Researcher,Academic,13,True,United States
A4249,Professor,Academic,10,True,United Kingdom
A4250,Clinical Researcher,Academic,14,True,India
A4251,Pharma Research Scientist,Corporate,10,False,United Kingdom
A4252,Professor,Academic,20,True,Germany
A4253,Clinical Researcher,Unknown,6,False,United Kingdom
A4254,Professor,Academic,24,True,Germany
A4255,Clinical Researcher,Corporate,16,True,Japan
A4256,Professor,Academic,19,False,Germany
A4257,Pharma Research Scientist,Corporate,12,False,Germany
A4258,Professor,Academic,15,True,India
A4259,Professor,Academic,11,True,India
A4260,Clinical Researcher,Corporate,12,False,United States
A4261,Clinical Researcher,Corporate,17,False,United States
A4262,Pharma Research Scientist,Unknown,12,False,Germany
A4263,AI Researcher,Corporate,6,True,Japan
A4264,AI Researcher,Corporate,12,True,United States
A4265,Pharma Research Scientist,Corporate,13,False,Germany
A4266,Professor,Academic,18,True,India
A4267,Clinical Researcher,Corporate,13,True,United States
A4268,Clinical Researcher,Corporate,12,True,United States
A4269,Clinical Researcher,Corporate,16,True,Germany
A4270,Clinical Researcher,Corporate,12,True,Germany
A4271,Clinical Researcher,Academic,16,True,United Kingdom
A4272,Pharma Research Scientist,Corporate,11,True,United Kingdom
A4273,Pharma Research Scientist,Corporate,17,True,Japan
A4274,Pharma Research Scientist,Corporate,12,True,United States
A4275,AI Researcher,Corporate,10,True,United Kingdom
A4276,Clinical Researcher,Academic,12,True,Germany
A4277,Clinical Researcher,Corporate,23,False,United States
A4278,AI Researcher,Academic,13,True,United Kingdom
A4279,Clinical Researcher,Corporate,22,True,Japan
A4280,Clinical Researcher,Corporate,50,False,Japan
A4281,Pharma Research Scientist,Corporate,14,True,Japan
A4282,Clinical Researcher,Unknown,12,True,Japan
A4283,Professor,Academic,16,True,Germany
A4284,Pharma Research Scientist,Corporate,16,False,Japan
A4285,Clinical Researcher,Corporate,14,False,India
A4286,AI Researcher,Academic,13,True,Japan
A4287,Pharma Research Scientist,Corporate,20,True,United Kingdom
A4288,Professor,Academic,13,True,United States
A4289,Clinical Researcher,Academic,20,True,United Kingdom
A4290,Clinical Researcher,Academic,14,True,United States
A4291,Clinical Researcher,Corporate,14,True,Germany
A4292,Pharma Research Scientist,Corporate,14,True,United States
A4293,Professor,Academic,13,True,India
A4294,Professor,Academic,13,True,Japan
A4295,Professor,Academic,13,True,United Kingdom
